Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
6-4-4,83,292,1748,1456,3.0,8.0,4.986301369863014,1.3028454261334048,1.6974062043967333
6-4-4,84,292,1658,1366,2.0,6.0,4.678082191780821,0.9226804781174035,0.8513392646989603
6-4-4,85,292,1769,1477,3.0,7.0,5.058219178082192,1.3622427863052007,1.8557054088405565
6-4-4,86,292,1664,1372,2.0,6.0,4.698630136986301,0.9147126040208599,0.8366991479546223
6-4-4,88,292,1634,1342,2.0,6.0,4.595890410958904,0.8581829050976796,0.7364778986018929
6-4-4,89,292,1820,1528,3.0,7.0,5.232876712328767,1.3674723761467902,1.8699806995245485
6-4-4,9,292,1649,1357,3.0,6.0,4.647260273972603,0.9169421171011896,0.8407828461140116
6-4-4,90,292,1670,1378,2.0,6.0,4.71917808219178,0.9720715166436309,0.9449230334698488
6-4-4,91,292,1658,1366,3.0,6.0,4.67808219178082,0.9556123349989013,0.9131949348020524
6-4-4,92,292,1655,1363,2.0,6.0,4.667808219178083,0.8749617512705942,0.765558066186505
6-4-4,93,292,1649,1357,2.0,7.0,4.647260273972603,0.9715326189167136,0.9438756296191683
6-4-4,94,292,1580,1288,3.0,5.0,4.41095890410959,0.6386329135781561,0.4078519983053246
6-4-4,95,292,1616,1324,2.0,6.0,4.534246575342466,0.7337179581313588,0.5383420420844504
6-4-4,96,292,1595,1303,3.0,6.0,4.462328767123287,0.7701153937686458,0.5930777197194363
6-4-4,97,292,1622,1330,3.0,6.0,4.554794520547945,0.8209526100047764,0.6739631878736545
6-4-4,98,292,1643,1351,3.0,6.0,4.626712328767123,0.9348385821588872,0.8739231746928384
6-4-4,99,292,1670,1378,2.0,7.0,4.71917808219178,1.0136060675992289,1.0273972602739725
8-4-4,1,388,2470,2082,3.0,8.0,5.3659793814432994,1.4890044259344317,2.2171341804523266
8-4-4,10,388,2461,2073,2.0,8.0,5.342783505154639,1.4444134507040427,2.0863302165747597
8-4-4,100,388,2650,2262,2.0,8.0,5.8298969072164954,1.5608031423894304,2.4361064492927205
8-4-4,11,388,2221,1833,3.0,6.0,4.724226804123711,0.822004023769737,0.6756906150936385
