Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
18-4-4,13,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,14,1,98,97,97.0,97.0,97.0,0.0,0.0
18-4-4,15,1,110,109,109.0,109.0,109.0,0.0,0.0
18-4-4,16,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,17,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,18,1,105,104,104.0,104.0,104.0,0.0,0.0
18-4-4,19,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,2,1,91,90,90.0,90.0,90.0,0.0,0.0
18-4-4,20,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,21,1,106,105,105.0,105.0,105.0,0.0,0.0
18-4-4,22,1,115,114,114.0,114.0,114.0,0.0,0.0
18-4-4,23,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,24,1,101,100,100.0,100.0,100.0,0.0,0.0
18-4-4,25,1,92,91,91.0,91.0,91.0,0.0,0.0
18-4-4,26,1,102,101,101.0,101.0,101.0,0.0,0.0
18-4-4,27,1,99,98,98.0,98.0,98.0,0.0,0.0
18-4-4,28,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,29,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,3,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,30,1,89,88,88.0,88.0,88.0,0.0,0.0
18-4-4,31,1,106,105,105.0,105.0,105.0,0.0,0.0
18-4-4,32,1,105,104,104.0,104.0,104.0,0.0,0.0
18-4-4,33,1,93,92,92.0,92.0,92.0,0.0,0.0
18-4-4,34,1,106,105,105.0,105.0,105.0,0.0,0.0
18-4-4,35,1,91,90,90.0,90.0,90.0,0.0,0.0
18-4-4,36,1,110,109,109.0,109.0,109.0,0.0,0.0
18-4-4,38,1,98,97,97.0,97.0,97.0,0.0,0.0
18-4-4,39,1,94,93,93.0,93.0,93.0,0.0,0.0
18-4-4,4,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,40,1,102,101,101.0,101.0,101.0,0.0,0.0
18-4-4,42,1,90,89,89.0,89.0,89.0,0.0,0.0
18-4-4,43,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,44,1,101,100,100.0,100.0,100.0,0.0,0.0
18-4-4,45,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,46,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,47,1,100,99,99.0,99.0,99.0,0.0,0.0
18-4-4,48,1,90,89,89.0,89.0,89.0,0.0,0.0
18-4-4,49,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,5,1,102,101,101.0,101.0,101.0,0.0,0.0
18-4-4,50,1,86,85,85.0,85.0,85.0,0.0,0.0
18-4-4,51,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,52,1,99,98,98.0,98.0,98.0,0.0,0.0
18-4-4,53,1,88,87,87.0,87.0,87.0,0.0,0.0
18-4-4,54,1,99,98,98.0,98.0,98.0,0.0,0.0
18-4-4,55,1,109,108,108.0,108.0,108.0,0.0,0.0
18-4-4,56,1,107,106,106.0,106.0,106.0,0.0,0.0
18-4-4,57,1,112,111,111.0,111.0,111.0,0.0,0.0
18-4-4,58,1,100,99,99.0,99.0,99.0,0.0,0.0
18-4-4,59,1,86,85,85.0,85.0,85.0,0.0,0.0
18-4-4,6,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,60,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,61,1,92,91,91.0,91.0,91.0,0.0,0.0
18-4-4,62,1,114,113,113.0,113.0,113.0,0.0,0.0
18-4-4,63,1,93,92,92.0,92.0,92.0,0.0,0.0
18-4-4,64,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,65,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,66,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,67,1,106,105,105.0,105.0,105.0,0.0,0.0
18-4-4,68,1,101,100,100.0,100.0,100.0,0.0,0.0
18-4-4,69,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,7,1,102,101,101.0,101.0,101.0,0.0,0.0
18-4-4,70,1,105,104,104.0,104.0,104.0,0.0,0.0
18-4-4,71,1,106,105,105.0,105.0,105.0,0.0,0.0
18-4-4,72,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,73,1,91,90,90.0,90.0,90.0,0.0,0.0
18-4-4,74,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,75,1,94,93,93.0,93.0,93.0,0.0,0.0
18-4-4,76,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,77,1,108,107,107.0,107.0,107.0,0.0,0.0
18-4-4,78,1,98,97,97.0,97.0,97.0,0.0,0.0
18-4-4,79,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,8,1,85,84,84.0,84.0,84.0,0.0,0.0
18-4-4,80,1,102,101,101.0,101.0,101.0,0.0,0.0
18-4-4,81,1,119,118,118.0,118.0,118.0,0.0,0.0
18-4-4,82,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,83,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,84,1,105,104,104.0,104.0,104.0,0.0,0.0
18-4-4,85,1,92,91,91.0,91.0,91.0,0.0,0.0
18-4-4,86,1,89,88,88.0,88.0,88.0,0.0,0.0
18-4-4,87,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,89,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,9,1,94,93,93.0,93.0,93.0,0.0,0.0
18-4-4,90,1,110,109,109.0,109.0,109.0,0.0,0.0
18-4-4,91,1,109,108,108.0,108.0,108.0,0.0,0.0
18-4-4,92,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,93,1,97,96,96.0,96.0,96.0,0.0,0.0
18-4-4,94,1,104,103,103.0,103.0,103.0,0.0,0.0
18-4-4,95,1,100,99,99.0,99.0,99.0,0.0,0.0
18-4-4,96,1,100,99,99.0,99.0,99.0,0.0,0.0
18-4-4,97,1,90,89,89.0,89.0,89.0,0.0,0.0
18-4-4,98,1,108,107,107.0,107.0,107.0,0.0,0.0
18-4-4,99,1,90,89,89.0,89.0,89.0,0.0,0.0
20-4-4,1,1,111,110,110.0,110.0,110.0,0.0,0.0
20-4-4,10,1,119,118,118.0,118.0,118.0,0.0,0.0
20-4-4,100,1,116,115,115.0,115.0,115.0,0.0,0.0
20-4-4,11,1,127,126,126.0,126.0,126.0,0.0,0.0
20-4-4,12,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,13,1,113,112,112.0,112.0,112.0,0.0,0.0
20-4-4,14,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,15,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,16,1,99,98,98.0,98.0,98.0,0.0,0.0
20-4-4,17,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,18,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,19,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,2,1,111,110,110.0,110.0,110.0,0.0,0.0
20-4-4,20,1,102,101,101.0,101.0,101.0,0.0,0.0
20-4-4,21,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,22,1,119,118,118.0,118.0,118.0,0.0,0.0
20-4-4,23,1,105,104,104.0,104.0,104.0,0.0,0.0
20-4-4,24,1,118,117,117.0,117.0,117.0,0.0,0.0
20-4-4,25,1,100,99,99.0,99.0,99.0,0.0,0.0
20-4-4,26,1,111,110,110.0,110.0,110.0,0.0,0.0
20-4-4,27,1,113,112,112.0,112.0,112.0,0.0,0.0
20-4-4,28,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,29,1,103,102,102.0,102.0,102.0,0.0,0.0
20-4-4,3,1,100,99,99.0,99.0,99.0,0.0,0.0
20-4-4,30,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,31,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,32,1,102,101,101.0,101.0,101.0,0.0,0.0
20-4-4,33,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,34,1,100,99,99.0,99.0,99.0,0.0,0.0
20-4-4,35,1,109,108,108.0,108.0,108.0,0.0,0.0
20-4-4,36,1,102,101,101.0,101.0,101.0,0.0,0.0
20-4-4,37,1,114,113,113.0,113.0,113.0,0.0,0.0
20-4-4,38,1,109,108,108.0,108.0,108.0,0.0,0.0
20-4-4,39,1,102,101,101.0,101.0,101.0,0.0,0.0
20-4-4,4,1,117,116,116.0,116.0,116.0,0.0,0.0
20-4-4,40,1,98,97,97.0,97.0,97.0,0.0,0.0
20-4-4,41,1,101,100,100.0,100.0,100.0,0.0,0.0
20-4-4,42,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,43,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,44,1,121,120,120.0,120.0,120.0,0.0,0.0
20-4-4,45,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,46,1,104,103,103.0,103.0,103.0,0.0,0.0
20-4-4,47,1,98,97,97.0,97.0,97.0,0.0,0.0
20-4-4,48,1,118,117,117.0,117.0,117.0,0.0,0.0
20-4-4,49,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,5,1,142,141,141.0,141.0,141.0,0.0,0.0
20-4-4,50,1,105,104,104.0,104.0,104.0,0.0,0.0
20-4-4,51,1,110,109,109.0,109.0,109.0,0.0,0.0
20-4-4,52,1,117,116,116.0,116.0,116.0,0.0,0.0
20-4-4,53,1,102,101,101.0,101.0,101.0,0.0,0.0
20-4-4,54,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,55,1,104,103,103.0,103.0,103.0,0.0,0.0
20-4-4,56,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,57,1,111,110,110.0,110.0,110.0,0.0,0.0
20-4-4,58,1,103,102,102.0,102.0,102.0,0.0,0.0
20-4-4,59,1,101,100,100.0,100.0,100.0,0.0,0.0
20-4-4,6,1,119,118,118.0,118.0,118.0,0.0,0.0
20-4-4,60,1,109,108,108.0,108.0,108.0,0.0,0.0
20-4-4,61,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,62,1,100,99,99.0,99.0,99.0,0.0,0.0
20-4-4,63,1,109,108,108.0,108.0,108.0,0.0,0.0
20-4-4,64,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,65,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,66,1,124,123,123.0,123.0,123.0,0.0,0.0
20-4-4,67,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,68,1,125,124,124.0,124.0,124.0,0.0,0.0
20-4-4,69,1,114,113,113.0,113.0,113.0,0.0,0.0
20-4-4,7,1,105,104,104.0,104.0,104.0,0.0,0.0
20-4-4,70,1,110,109,109.0,109.0,109.0,0.0,0.0
20-4-4,71,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,72,1,124,123,123.0,123.0,123.0,0.0,0.0
20-4-4,73,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,74,1,111,110,110.0,110.0,110.0,0.0,0.0
20-4-4,75,1,104,103,103.0,103.0,103.0,0.0,0.0
20-4-4,76,1,108,107,107.0,107.0,107.0,0.0,0.0
20-4-4,77,1,112,111,111.0,111.0,111.0,0.0,0.0
20-4-4,78,1,96,95,95.0,95.0,95.0,0.0,0.0
20-4-4,8,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,80,1,102,101,101.0,101.0,101.0,0.0,0.0
20-4-4,81,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,82,1,115,114,114.0,114.0,114.0,0.0,0.0
20-4-4,84,1,100,99,99.0,99.0,99.0,0.0,0.0
20-4-4,85,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,86,1,97,96,96.0,96.0,96.0,0.0,0.0
20-4-4,87,1,127,126,126.0,126.0,126.0,0.0,0.0
20-4-4,89,1,103,102,102.0,102.0,102.0,0.0,0.0
20-4-4,9,1,107,106,106.0,106.0,106.0,0.0,0.0
20-4-4,90,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,91,1,99,98,98.0,98.0,98.0,0.0,0.0
20-4-4,92,1,109,108,108.0,108.0,108.0,0.0,0.0
20-4-4,93,1,112,111,111.0,111.0,111.0,0.0,0.0
20-4-4,94,1,110,109,109.0,109.0,109.0,0.0,0.0
20-4-4,95,1,114,113,113.0,113.0,113.0,0.0,0.0
20-4-4,96,1,109,108,108.0,108.0,108.0,0.0,0.0
20-4-4,97,1,101,100,100.0,100.0,100.0,0.0,0.0
20-4-4,98,1,100,99,99.0,99.0,99.0,0.0,0.0
20-4-4,99,1,106,105,105.0,105.0,105.0,0.0,0.0
4-4-4,1,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,10,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,100,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,101,1,13,12,12.0,12.0,12.0,0.0,0.0
4-4-4,102,1,11,10,10.0,10.0,10.0,0.0,0.0
4-4-4,103,1,8,7,7.0,7.0,7.0,0.0,0.0
4-4-4,104,1,13,12,12.0,12.0,12.0,0.0,0.0
4-4-4,105,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,11,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,12,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,13,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,14,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,15,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,16,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,17,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,18,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,19,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,2,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,20,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,21,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,22,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,23,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,24,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,25,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,26,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,27,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,28,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,29,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,3,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,30,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,31,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,32,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,33,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,35,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,36,1,26,25,25.0,25.0,25.0,0.0,0.0
4-4-4,37,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,38,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,39,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,4,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,41,1,26,25,25.0,25.0,25.0,0.0,0.0
4-4-4,42,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,43,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,44,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,45,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,47,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,48,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,49,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,5,1,29,28,28.0,28.0,28.0,0.0,0.0
4-4-4,50,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,51,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,52,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,53,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,54,1,24,23,23.0,23.0,23.0,0.0,0.0
4-4-4,55,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,56,1,27,26,26.0,26.0,26.0,0.0,0.0
4-4-4,57,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,58,1,26,25,25.0,25.0,25.0,0.0,0.0
4-4-4,59,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,6,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,60,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,62,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,63,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,64,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,65,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,66,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,67,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,69,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,7,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,70,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,71,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,72,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,73,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,74,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,75,1,24,23,23.0,23.0,23.0,0.0,0.0
4-4-4,76,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,77,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,78,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,79,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,8,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,81,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,82,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,83,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,84,1,24,23,23.0,23.0,23.0,0.0,0.0
4-4-4,85,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,86,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,87,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,88,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,89,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,9,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,90,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,91,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,92,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,93,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,94,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,95,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,96,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,97,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,98,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,99,1,19,18,18.0,18.0,18.0,0.0,0.0
6-4-4,1,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,10,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,100,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,11,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,12,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,13,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,14,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,15,1,37,36,36.0,36.0,36.0,0.0,0.0
6-4-4,16,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,17,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,18,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,19,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,2,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,20,1,28,27,27.0,27.0,27.0,0.0,0.0
6-4-4,21,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,22,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,23,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,24,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,25,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,26,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,27,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,28,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,29,1,28,27,27.0,27.0,27.0,0.0,0.0
6-4-4,3,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,30,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,31,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,32,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,33,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,34,1,38,37,37.0,37.0,37.0,0.0,0.0
6-4-4,35,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,36,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,37,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,38,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,39,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,4,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,40,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,41,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,42,1,42,41,41.0,41.0,41.0,0.0,0.0
6-4-4,43,1,38,37,37.0,37.0,37.0,0.0,0.0
6-4-4,44,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,45,1,36,35,35.0,35.0,35.0,0.0,0.0
6-4-4,46,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,47,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,48,1,36,35,35.0,35.0,35.0,0.0,0.0
6-4-4,49,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,5,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,50,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,51,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,52,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,53,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,54,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,55,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,56,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,57,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,58,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,59,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,6,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,60,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,61,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,62,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,63,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,64,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,65,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,67,1,37,36,36.0,36.0,36.0,0.0,0.0
6-4-4,68,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,69,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,7,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,70,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,71,1,41,40,40.0,40.0,40.0,0.0,0.0
6-4-4,72,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,73,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,74,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,75,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,76,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,77,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,78,1,41,40,40.0,40.0,40.0,0.0,0.0
6-4-4,79,1,39,38,38.0,38.0,38.0,0.0,0.0
6-4-4,8,1,51,50,50.0,50.0,50.0,0.0,0.0
6-4-4,80,1,28,27,27.0,27.0,27.0,0.0,0.0
6-4-4,81,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,82,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,83,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,84,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,85,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,86,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,88,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,89,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,9,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,90,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,91,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,92,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,93,1,39,38,38.0,38.0,38.0,0.0,0.0
6-4-4,94,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,95,1,28,27,27.0,27.0,27.0,0.0,0.0
6-4-4,96,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,97,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,98,1,36,35,35.0,35.0,35.0,0.0,0.0
6-4-4,99,1,29,28,28.0,28.0,28.0,0.0,0.0
8-4-4,1,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,10,1,42,41,41.0,41.0,41.0,0.0,0.0
8-4-4,100,1,43,42,42.0,42.0,42.0,0.0,0.0
8-4-4,11,1,47,46,46.0,46.0,46.0,0.0,0.0
8-4-4,12,1,45,44,44.0,44.0,44.0,0.0,0.0
8-4-4,13,1,53,52,52.0,52.0,52.0,0.0,0.0
8-4-4,14,1,39,38,38.0,38.0,38.0,0.0,0.0
8-4-4,15,1,44,43,43.0,43.0,43.0,0.0,0.0
8-4-4,16,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,17,1,45,44,44.0,44.0,44.0,0.0,0.0
8-4-4,18,1,42,41,41.0,41.0,41.0,0.0,0.0
8-4-4,19,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,2,1,46,45,45.0,45.0,45.0,0.0,0.0
8-4-4,20,1,50,49,49.0,49.0,49.0,0.0,0.0
8-4-4,21,1,43,42,42.0,42.0,42.0,0.0,0.0
8-4-4,22,1,37,36,36.0,36.0,36.0,0.0,0.0
8-4-4,23,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,24,1,39,38,38.0,38.0,38.0,0.0,0.0
8-4-4,25,1,50,49,49.0,49.0,49.0,0.0,0.0
8-4-4,26,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,28,1,44,43,43.0,43.0,43.0,0.0,0.0
8-4-4,29,1,44,43,43.0,43.0,43.0,0.0,0.0
8-4-4,3,1,43,42,42.0,42.0,42.0,0.0,0.0
