Folder,File,Breadth All-trans,Breadth All-transpair,Depth All-trans,Depth All-transpair,Euler All-trans,Euler All-transpair,CPP All-trans,CPP All-transpair
6-4-4,96,285.0,1754.0,435.0,258.0,2351.0,13410.0,391.0,265.0
6-4-4,97,239.0,1796.0,359.0,271.0,4929.0,7422.0,294.0,313.0
6-4-4,98,329.0,1853.0,195.0,248.0,92.0,25087.0,256.0,231.0
6-4-4,99,303.0,1738.0,199.0,95.0,2224.0,9690.0,273.0,322.0
8-4-4,1,261.0,4409.0,250.0,150.0,9355.0,29810.0,255.0,346.0
8-4-4,10,933.0,4378.0,241.0,121.0,2669.0,8128.0,248.0,304.0
8-4-4,100,597.0,4433.0,264.0,118.0,5538.0,14861.0,248.0,304.0
8-4-4,11,295.0,4352.0,251.0,116.0,105.0,24311.0,251.0,296.0
8-4-4,12,266.0,4394.0,574.0,112.0,5352.0,28039.0,263.0,314.0
8-4-4,13,254.0,4355.0,378.0,141.0,14300.0,21400.0,290.0,307.0
8-4-4,14,303.0,4246.0,224.0,89.0,2570.0,26394.0,241.0,256.0
8-4-4,15,311.0,4347.0,364.0,132.0,2726.0,8043.0,278.0,253.0
8-4-4,16,334.0,4619.0,290.0,109.0,2565.0,45831.0,324.0,383.0
8-4-4,17,394.0,4344.0,255.0,212.0,3789.0,8676.0,265.0,293.0
8-4-4,18,304.0,4374.0,281.0,222.0,57.0,7318.0,302.0,235.0
8-4-4,19,297.0,4414.0,265.0,230.0,8642.0,22062.0,265.0,298.0
8-4-4,2,292.0,4467.0,249.0,290.0,5576.0,19711.0,297.0,256.0
8-4-4,20,400.0,4358.0,301.0,244.0,5326.0,27626.0,243.0,296.0
8-4-4,21,260.0,4371.0,287.0,276.0,2706.0,7730.0,268.0,267.0
8-4-4,22,267.0,4461.0,265.0,248.0,66.0,6967.0,265.0,236.0
8-4-4,23,292.0,4344.0,246.0,314.0,2556.0,298.0,273.0,239.0
8-4-4,24,267.0,4317.0,662.0,154.0,2587.0,12374.0,321.0,278.0
8-4-4,25,278.0,4309.0,265.0,192.0,4477.0,584.0,305.0,299.0
8-4-4,26,294.0,4636.0,277.0,262.0,8118.0,40462.0,405.0,286.0
8-4-4,28,319.0,4351.0,224.0,227.0,9385.0,336.0,305.0,222.0
8-4-4,29,257.0,4320.0,242.0,249.0,8085.0,27132.0,285.0,177.0
8-4-4,3,275.0,4362.0,255.0,321.0,4549.0,47070.0,302.0,274.0
8-4-4,30,255.0,4299.0,276.0,250.0,2581.0,24511.0,306.0,331.0
8-4-4,31,271.0,4307.0,300.0,296.0,4692.0,11730.0,319.0,246.0
8-4-4,32,302.0,4250.0,316.0,272.0,2696.0,8670.0,347.0,273.0
8-4-4,33,333.0,4461.0,274.0,523.0,69.0,551.0,311.0,130.0
8-4-4,34,304.0,4328.0,238.0,357.0,5563.0,15500.0,281.0,106.0
8-4-4,35,336.0,4351.0,258.0,369.0,81.0,27405.0,411.0,117.0
8-4-4,36,282.0,4335.0,241.0,389.0,4555.0,12797.0,307.0,88.0
8-4-4,37,346.0,4489.0,206.0,453.0,8641.0,61362.0,303.0,107.0
8-4-4,38,364.0,4281.0,204.0,364.0,5360.0,29132.0,320.0,100.0
8-4-4,39,276.0,4576.0,301.0,342.0,5348.0,18668.0,298.0,89.0
8-4-4,4,297.0,4497.0,296.0,359.0,128.0,266.0,245.0,96.0
8-4-4,40,302.0,4349.0,282.0,375.0,2508.0,6460.0,248.0,76.0
8-4-4,41,260.0,4415.0,184.0,362.0,2706.0,27155.0,391.0,126.0
8-4-4,42,271.0,4264.0,209.0,375.0,11283.0,426.0,288.0,103.0
8-4-4,43,284.0,4359.0,236.0,357.0,4380.0,8022.0,283.0,66.0
8-4-4,44,275.0,4345.0,240.0,358.0,58.0,17533.0,433.0,75.0
8-4-4,45,284.0,4404.0,310.0,441.0,142.0,23945.0,303.0,146.0
8-4-4,46,351.0,4391.0,287.0,365.0,243.0,16217.0,240.0,202.0
8-4-4,47,296.0,4295.0,344.0,337.0,8046.0,19304.0,297.0,85.0
8-4-4,48,433.0,4300.0,270.0,357.0,5410.0,30697.0,267.0,118.0
8-4-4,49,248.0,4384.0,266.0,362.0,63.0,689.0,279.0,86.0
8-4-4,5,297.0,4246.0,278.0,392.0,2630.0,20108.0,283.0,74.0
8-4-4,50,304.0,4311.0,251.0,367.0,51.0,18922.0,310.0,76.0
8-4-4,51,333.0,4520.0,318.0,371.0,8123.0,12144.0,339.0,83.0
8-4-4,52,274.0,4535.0,233.0,401.0,4594.0,20725.0,335.0,77.0
8-4-4,53,285.0,4487.0,356.0,362.0,64.0,12799.0,309.0,151.0
8-4-4,54,273.0,4417.0,268.0,291.0,5404.0,26407.0,289.0,78.0
8-4-4,55,435.0,4317.0,228.0,231.0,2596.0,27436.0,253.0,84.0
8-4-4,56,294.0,4423.0,461.0,252.0,2680.0,12945.0,252.0,301.0
8-4-4,57,416.0,4466.0,211.0,258.0,9671.0,18908.0,350.0,335.0
8-4-4,58,302.0,4360.0,247.0,254.0,98.0,32138.0,318.0,335.0
8-4-4,6,308.0,4367.0,130.0,230.0,4761.0,19637.0,322.0,332.0
8-4-4,60,322.0,4389.0,243.0,280.0,20247.0,51411.0,376.0,373.0
8-4-4,61,322.0,4627.0,291.0,248.0,2655.0,593.0,279.0,346.0
8-4-4,62,335.0,4329.0,272.0,312.0,2662.0,14112.0,295.0,332.0
8-4-4,63,280.0,4456.0,248.0,400.0,9306.0,68479.0,456.0,314.0
8-4-4,64,422.0,4287.0,254.0,259.0,145.0,13492.0,318.0,427.0
8-4-4,65,310.0,4328.0,254.0,313.0,210.0,345.0,253.0,316.0
8-4-4,66,272.0,4430.0,251.0,411.0,9277.0,19383.0,221.0,314.0
8-4-4,67,318.0,4293.0,293.0,275.0,69.0,19522.0,267.0,260.0
8-4-4,68,308.0,4256.0,368.0,280.0,190.0,13301.0,283.0,330.0
8-4-4,69,290.0,4225.0,218.0,292.0,2576.0,19805.0,256.0,233.0
8-4-4,7,262.0,4237.0,220.0,220.0,4481.0,18083.0,270.0,358.0
8-4-4,70,259.0,4221.0,203.0,231.0,9602.0,36224.0,352.0,319.0
8-4-4,71,341.0,4253.0,238.0,307.0,11576.0,41380.0,523.0,310.0
8-4-4,72,345.0,4463.0,292.0,393.0,92.0,174.0,740.0,392.0
8-4-4,73,395.0,4346.0,299.0,254.0,232.0,18548.0,208.0,414.0
8-4-4,74,273.0,4311.0,284.0,312.0,10137.0,43166.0,209.0,378.0
8-4-4,75,307.0,4211.0,243.0,233.0,73.0,15057.0,131.0,308.0
8-4-4,76,321.0,4402.0,277.0,265.0,2596.0,30249.0,197.0,302.0
8-4-4,77,277.0,4321.0,316.0,239.0,11376.0,17867.0,268.0,325.0
8-4-4,78,267.0,4355.0,235.0,253.0,102.0,7792.0,241.0,288.0
8-4-4,8,313.0,4359.0,328.0,296.0,2632.0,658.0,227.0,306.0
8-4-4,80,318.0,4283.0,251.0,307.0,8463.0,26189.0,185.0,332.0
8-4-4,81,308.0,4334.0,339.0,251.0,5592.0,16495.0,292.0,437.0
8-4-4,82,306.0,4402.0,342.0,260.0,5433.0,25856.0,181.0,338.0
8-4-4,83,468.0,4375.0,268.0,324.0,2635.0,36899.0,196.0,328.0
8-4-4,84,277.0,4373.0,286.0,339.0,61.0,7095.0,334.0,335.0
8-4-4,85,261.0,4418.0,246.0,333.0,5432.0,34938.0,203.0,345.0
8-4-4,86,331.0,4452.0,221.0,319.0,2555.0,27942.0,291.0,337.0
8-4-4,87,247.0,4356.0,317.0,269.0,4618.0,7642.0,314.0,337.0
8-4-4,88,291.0,4287.0,274.0,271.0,2539.0,19251.0,234.0,864.0
8-4-4,89,387.0,4345.0,261.0,263.0,2632.0,20137.0,292.0,561.0
8-4-4,90,308.0,4236.0,327.0,312.0,62.0,24237.0,259.0,332.0
8-4-4,91,287.0,4379.0,279.0,241.0,2521.0,17774.0,253.0,252.0
8-4-4,92,306.0,4525.0,365.0,248.0,78.0,25708.0,302.0,246.0
8-4-4,93,371.0,4281.0,339.0,284.0,5604.0,34314.0,280.0,300.0
8-4-4,94,293.0,4329.0,358.0,358.0,65.0,12317.0,275.0,255.0
8-4-4,95,302.0,4205.0,241.0,269.0,2560.0,18527.0,368.0,339.0
8-4-4,96,319.0,4263.0,251.0,246.0,77.0,6892.0,283.0,314.0
8-4-4,97,297.0,4292.0,233.0,250.0,197.0,289.0,325.0,265.0
8-4-4,98,271.0,4572.0,226.0,258.0,2592.0,18630.0,310.0,381.0
8-4-4,99,588.0,4289.0,233.0,290.0,5390.0,13352.0,295.0,294.0
