Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
8-4-4,51,215,10822,10607,11.0,66.0,49.334883720930236,14.853472543434602,220.62564659856557
8-4-4,52,177,10407,10230,9.0,83.0,57.79661016949153,20.88288201305156,436.09476117103236
8-4-4,53,209,10417,10208,11.0,67.0,48.84210526315789,15.343156435124833,235.41244939271257
8-4-4,54,110,8545,8435,5.0,96.0,76.68181818181819,19.61553953270976,384.7693911592994
8-4-4,55,164,10222,10058,3.0,82.0,61.32926829268293,16.637274197201094,276.79889271285333
8-4-4,56,207,11585,11378,20.0,68.0,54.96618357487923,11.397232521564293,129.89690915060277
8-4-4,57,168,8826,8658,6.0,87.0,51.53571428571429,23.975259917454398,574.8130881094955
8-4-4,58,153,9977,9824,11.0,83.0,64.20915032679738,20.951904069600136,438.9822841417267
8-4-4,6,156,9403,9247,6.0,80.0,59.27564102564102,20.93694796069894,438.35578990901547
8-4-4,60,213,6460,6247,8.0,68.0,29.328638497652573,16.73418646730318,280.03299672247283
8-4-4,61,223,10274,10051,15.0,62.0,45.07174887892377,12.61181557003948,159.05789197269027
8-4-4,62,226,8592,8366,6.0,61.0,37.017699115044245,12.904767285092717,166.53301868239927
8-4-4,63,181,9977,9796,14.0,78.0,54.12154696132596,15.418121727162998,237.7184775936157
8-4-4,64,165,11342,11177,18.0,78.0,67.73939393939393,8.648203655078845,74.7914264597191
8-4-4,65,154,10537,10383,23.0,87.0,67.42207792207793,15.280292946038832,233.48735251676408
8-4-4,66,141,10036,9895,16.0,85.0,70.177304964539,19.133472423233002,366.08976697061775
8-4-4,67,175,8364,8189,18.0,73.0,46.79428571428572,13.805420034598413,190.58962233169126
8-4-4,68,161,10509,10348,10.0,85.0,64.27329192546583,13.707656426993525,187.89984472049687
8-4-4,69,149,9276,9127,27.0,72.0,61.255033557046985,8.610297388228306,74.13722111373117
8-4-4,7,85,7046,6961,23.0,104.0,81.89411764705882,23.39058801832774,547.1196078431373
8-4-4,70,179,9766,9587,5.0,77.0,53.558659217877086,18.216879146348123,331.8546858326531
8-4-4,71,145,9230,9085,14.0,87.0,62.6551724137931,21.245058023489985,451.35249042145614
8-4-4,72,116,9158,9042,16.0,96.0,77.94827586206897,17.516126645285286,306.8146926536732
8-4-4,73,89,7800,7711,31.0,106.0,86.64044943820224,19.360366726787746,374.82379979571
8-4-4,74,169,10487,10318,26.0,75.0,61.053254437869825,11.625741325584354,135.15786136939985
8-4-4,75,181,8495,8314,19.0,74.0,45.933701657458556,16.977633066919005,288.2400245549416
8-4-4,76,175,7475,7300,3.0,63.0,41.71428571428571,14.198047924289698,201.584564860427
8-4-4,77,148,10291,10143,7.0,81.0,68.53378378378379,21.399477245996263,457.9376264019118
8-4-4,78,120,7946,7826,11.0,99.0,65.21666666666667,23.487949112287364,551.6837535014007
8-4-4,8,151,9808,9657,14.0,80.0,63.95364238410596,15.063128381733712,226.89783664459168
8-4-4,80,136,7870,7734,4.0,94.0,56.86764705882352,25.06548721324748,628.2786492374729
8-4-4,81,191,10006,9815,15.0,66.0,51.38743455497382,11.679340699428456,136.406999173326
8-4-4,82,161,9016,8855,15.0,67.0,55.0,12.261219352087295,150.3375
8-4-4,83,138,8510,8372,14.0,83.0,60.66666666666667,19.66780070135509,386.82238442822387
8-4-4,84,84,7039,6955,31.0,107.0,82.79761904761905,20.482598998482715,419.5368617326451
8-4-4,85,177,9805,9628,15.0,74.0,54.39548022598869,16.61774728746704,276.1495249101182
8-4-4,86,124,8900,8776,26.0,90.0,70.7741935483871,14.07693073859302,198.15997901914506
8-4-4,87,162,10697,10535,24.0,76.0,65.03086419753086,11.391084472503222,129.756805459704
8-4-4,88,123,8234,8111,12.0,93.0,65.9430894308943,18.739937546044313,351.1852592296414
8-4-4,89,231,8082,7851,8.0,57.0,33.987012987012996,13.327148010074739,177.61287408243908
8-4-4,90,167,10776,10609,15.0,84.0,63.52694610778443,16.327526602486657,266.5881249549095
8-4-4,91,129,10208,10079,33.0,92.0,78.13178294573643,13.081105078605528,171.11531007751935
8-4-4,92,110,8436,8326,22.0,97.0,75.69090909090909,19.814157414040018,392.60083402835704
8-4-4,93,180,10692,10512,21.0,76.0,58.4,17.757396759232595,315.3251396648043
8-4-4,94,131,8505,8374,18.0,88.0,63.9236641221374,19.10240352199397,364.90182031708764
8-4-4,95,145,8144,7999,16.0,83.0,55.16551724137931,22.598553847875433,510.69463601532556
8-4-4,96,114,9177,9063,33.0,102.0,79.5,16.17561258431581,261.6504424778761
8-4-4,97,198,11206,11008,15.0,76.0,55.5959595959596,15.53931917572516,241.47044044505964
8-4-4,98,118,8303,8185,33.0,87.0,69.36440677966101,12.822699726561506,164.42162827756053
8-4-4,99,202,9573,9371,14.0,66.0,46.3910891089109,11.437936346328694,130.82638786266702
