Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
18-4-4,15,1,417,416,416.0,416.0,416.0,0.0,0.0
18-4-4,16,1,390,389,389.0,389.0,389.0,0.0,0.0
18-4-4,17,1,597,596,596.0,596.0,596.0,0.0,0.0
18-4-4,18,1,162,161,161.0,161.0,161.0,0.0,0.0
18-4-4,19,1,302,301,301.0,301.0,301.0,0.0,0.0
18-4-4,2,1,297,296,296.0,296.0,296.0,0.0,0.0
18-4-4,20,1,681,680,680.0,680.0,680.0,0.0,0.0
18-4-4,21,1,128,127,127.0,127.0,127.0,0.0,0.0
18-4-4,22,1,413,412,412.0,412.0,412.0,0.0,0.0
18-4-4,23,1,681,680,680.0,680.0,680.0,0.0,0.0
18-4-4,24,1,124,123,123.0,123.0,123.0,0.0,0.0
18-4-4,25,1,289,288,288.0,288.0,288.0,0.0,0.0
18-4-4,26,1,126,125,125.0,125.0,125.0,0.0,0.0
18-4-4,27,1,593,592,592.0,592.0,592.0,0.0,0.0
18-4-4,28,1,593,592,592.0,592.0,592.0,0.0,0.0
18-4-4,29,1,121,120,120.0,120.0,120.0,0.0,0.0
18-4-4,3,1,396,395,395.0,395.0,395.0,0.0,0.0
18-4-4,30,1,582,581,581.0,581.0,581.0,0.0,0.0
18-4-4,31,1,706,705,705.0,705.0,705.0,0.0,0.0
18-4-4,32,1,593,592,592.0,592.0,592.0,0.0,0.0
18-4-4,33,1,487,486,486.0,486.0,486.0,0.0,0.0
18-4-4,34,1,163,162,162.0,162.0,162.0,0.0,0.0
18-4-4,35,1,387,386,386.0,386.0,386.0,0.0,0.0
18-4-4,36,1,586,585,585.0,585.0,585.0,0.0,0.0
18-4-4,38,1,892,891,891.0,891.0,891.0,0.0,0.0
18-4-4,39,1,119,118,118.0,118.0,118.0,0.0,0.0
18-4-4,4,1,395,394,394.0,394.0,394.0,0.0,0.0
18-4-4,40,1,489,488,488.0,488.0,488.0,0.0,0.0
18-4-4,42,1,289,288,288.0,288.0,288.0,0.0,0.0
18-4-4,43,1,391,390,390.0,390.0,390.0,0.0,0.0
18-4-4,44,1,143,142,142.0,142.0,142.0,0.0,0.0
18-4-4,45,1,411,410,410.0,410.0,410.0,0.0,0.0
18-4-4,46,1,684,683,683.0,683.0,683.0,0.0,0.0
18-4-4,47,1,588,587,587.0,587.0,587.0,0.0,0.0
18-4-4,48,1,290,289,289.0,289.0,289.0,0.0,0.0
18-4-4,49,1,694,693,693.0,693.0,693.0,0.0,0.0
18-4-4,5,1,590,589,589.0,589.0,589.0,0.0,0.0
18-4-4,50,1,108,107,107.0,107.0,107.0,0.0,0.0
18-4-4,51,1,494,493,493.0,493.0,493.0,0.0,0.0
18-4-4,52,1,687,686,686.0,686.0,686.0,0.0,0.0
18-4-4,53,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,54,1,497,496,496.0,496.0,496.0,0.0,0.0
18-4-4,55,1,598,597,597.0,597.0,597.0,0.0,0.0
18-4-4,56,1,595,594,594.0,594.0,594.0,0.0,0.0
18-4-4,57,1,796,795,795.0,795.0,795.0,0.0,0.0
18-4-4,58,1,588,587,587.0,587.0,587.0,0.0,0.0
18-4-4,59,1,95,94,94.0,94.0,94.0,0.0,0.0
18-4-4,6,1,304,303,303.0,303.0,303.0,0.0,0.0
18-4-4,60,1,301,300,300.0,300.0,300.0,0.0,0.0
18-4-4,61,1,392,391,391.0,391.0,391.0,0.0,0.0
18-4-4,62,1,796,795,795.0,795.0,795.0,0.0,0.0
18-4-4,63,1,491,490,490.0,490.0,490.0,0.0,0.0
18-4-4,64,1,590,589,589.0,589.0,589.0,0.0,0.0
18-4-4,65,1,496,495,495.0,495.0,495.0,0.0,0.0
18-4-4,66,1,114,113,113.0,113.0,113.0,0.0,0.0
18-4-4,67,1,523,522,522.0,522.0,522.0,0.0,0.0
18-4-4,68,1,513,512,512.0,512.0,512.0,0.0,0.0
18-4-4,69,1,504,503,503.0,503.0,503.0,0.0,0.0
18-4-4,7,1,592,591,591.0,591.0,591.0,0.0,0.0
18-4-4,70,1,126,125,125.0,125.0,125.0,0.0,0.0
18-4-4,71,1,453,452,452.0,452.0,452.0,0.0,0.0
18-4-4,72,1,679,678,678.0,678.0,678.0,0.0,0.0
18-4-4,73,1,387,386,386.0,386.0,386.0,0.0,0.0
18-4-4,74,1,586,585,585.0,585.0,585.0,0.0,0.0
18-4-4,75,1,585,584,584.0,584.0,584.0,0.0,0.0
18-4-4,76,1,103,102,102.0,102.0,102.0,0.0,0.0
18-4-4,77,1,358,357,357.0,357.0,357.0,0.0,0.0
18-4-4,78,1,503,502,502.0,502.0,502.0,0.0,0.0
18-4-4,79,1,482,481,481.0,481.0,481.0,0.0,0.0
18-4-4,8,1,383,382,382.0,382.0,382.0,0.0,0.0
18-4-4,80,1,592,591,591.0,591.0,591.0,0.0,0.0
18-4-4,81,1,691,690,690.0,690.0,690.0,0.0,0.0
18-4-4,82,1,118,117,117.0,117.0,117.0,0.0,0.0
18-4-4,83,1,110,109,109.0,109.0,109.0,0.0,0.0
18-4-4,84,1,310,309,309.0,309.0,309.0,0.0,0.0
18-4-4,85,1,96,95,95.0,95.0,95.0,0.0,0.0
18-4-4,86,1,391,390,390.0,390.0,390.0,0.0,0.0
18-4-4,87,1,498,497,497.0,497.0,497.0,0.0,0.0
18-4-4,89,1,399,398,398.0,398.0,398.0,0.0,0.0
18-4-4,9,1,486,485,485.0,485.0,485.0,0.0,0.0
18-4-4,90,1,426,425,425.0,425.0,425.0,0.0,0.0
18-4-4,91,1,598,597,597.0,597.0,597.0,0.0,0.0
18-4-4,92,1,112,111,111.0,111.0,111.0,0.0,0.0
18-4-4,93,1,401,400,400.0,400.0,400.0,0.0,0.0
18-4-4,94,1,496,495,495.0,495.0,495.0,0.0,0.0
18-4-4,95,1,589,588,588.0,588.0,588.0,0.0,0.0
18-4-4,96,1,116,115,115.0,115.0,115.0,0.0,0.0
18-4-4,97,1,491,490,490.0,490.0,490.0,0.0,0.0
18-4-4,98,1,404,403,403.0,403.0,403.0,0.0,0.0
18-4-4,99,1,292,291,291.0,291.0,291.0,0.0,0.0
20-4-4,1,1,794,793,793.0,793.0,793.0,0.0,0.0
20-4-4,10,1,322,321,321.0,321.0,321.0,0.0,0.0
20-4-4,100,1,709,708,708.0,708.0,708.0,0.0,0.0
20-4-4,11,1,436,435,435.0,435.0,435.0,0.0,0.0
20-4-4,12,1,793,792,792.0,792.0,792.0,0.0,0.0
20-4-4,13,1,158,157,157.0,157.0,157.0,0.0,0.0
20-4-4,14,1,327,326,326.0,326.0,326.0,0.0,0.0
20-4-4,15,1,510,509,509.0,509.0,509.0,0.0,0.0
20-4-4,16,1,302,301,301.0,301.0,301.0,0.0,0.0
20-4-4,17,1,704,703,703.0,703.0,703.0,0.0,0.0
20-4-4,18,1,594,593,593.0,593.0,593.0,0.0,0.0
20-4-4,19,1,601,600,600.0,600.0,600.0,0.0,0.0
20-4-4,2,1,508,507,507.0,507.0,507.0,0.0,0.0
20-4-4,20,1,494,493,493.0,493.0,493.0,0.0,0.0
20-4-4,21,1,804,803,803.0,803.0,803.0,0.0,0.0
20-4-4,22,1,531,530,530.0,530.0,530.0,0.0,0.0
20-4-4,23,1,412,411,411.0,411.0,411.0,0.0,0.0
20-4-4,24,1,155,154,154.0,154.0,154.0,0.0,0.0
20-4-4,25,1,400,399,399.0,399.0,399.0,0.0,0.0
20-4-4,26,1,416,415,415.0,415.0,415.0,0.0,0.0
20-4-4,27,1,429,428,428.0,428.0,428.0,0.0,0.0
20-4-4,28,1,604,603,603.0,603.0,603.0,0.0,0.0
20-4-4,29,1,121,120,120.0,120.0,120.0,0.0,0.0
20-4-4,3,1,120,119,119.0,119.0,119.0,0.0,0.0
20-4-4,30,1,400,399,399.0,399.0,399.0,0.0,0.0
20-4-4,31,1,708,707,707.0,707.0,707.0,0.0,0.0
20-4-4,32,1,124,123,123.0,123.0,123.0,0.0,0.0
20-4-4,33,1,604,603,603.0,603.0,603.0,0.0,0.0
20-4-4,34,1,128,127,127.0,127.0,127.0,0.0,0.0
20-4-4,35,1,607,606,606.0,606.0,606.0,0.0,0.0
20-4-4,36,1,402,401,401.0,401.0,401.0,0.0,0.0
20-4-4,37,1,172,171,171.0,171.0,171.0,0.0,0.0
20-4-4,38,1,511,510,510.0,510.0,510.0,0.0,0.0
20-4-4,39,1,598,597,597.0,597.0,597.0,0.0,0.0
20-4-4,4,1,604,603,603.0,603.0,603.0,0.0,0.0
20-4-4,40,1,594,593,593.0,593.0,593.0,0.0,0.0
20-4-4,41,1,794,793,793.0,793.0,793.0,0.0,0.0
20-4-4,42,1,182,181,181.0,181.0,181.0,0.0,0.0
20-4-4,43,1,328,327,327.0,327.0,327.0,0.0,0.0
20-4-4,44,1,518,517,517.0,517.0,517.0,0.0,0.0
20-4-4,45,1,312,311,311.0,311.0,311.0,0.0,0.0
20-4-4,46,1,325,324,324.0,324.0,324.0,0.0,0.0
20-4-4,47,1,298,297,297.0,297.0,297.0,0.0,0.0
20-4-4,48,1,410,409,409.0,409.0,409.0,0.0,0.0
20-4-4,49,1,313,312,312.0,312.0,312.0,0.0,0.0
20-4-4,5,1,639,638,638.0,638.0,638.0,0.0,0.0
20-4-4,50,1,328,327,327.0,327.0,327.0,0.0,0.0
20-4-4,51,1,319,318,318.0,318.0,318.0,0.0,0.0
20-4-4,52,1,416,415,415.0,415.0,415.0,0.0,0.0
20-4-4,53,1,302,301,301.0,301.0,301.0,0.0,0.0
20-4-4,54,1,509,508,508.0,508.0,508.0,0.0,0.0
20-4-4,55,1,601,600,600.0,600.0,600.0,0.0,0.0
20-4-4,56,1,599,598,598.0,598.0,598.0,0.0,0.0
20-4-4,57,1,410,409,409.0,409.0,409.0,0.0,0.0
20-4-4,58,1,134,133,133.0,133.0,133.0,0.0,0.0
20-4-4,59,1,502,501,501.0,501.0,501.0,0.0,0.0
20-4-4,6,1,622,621,621.0,621.0,621.0,0.0,0.0
20-4-4,60,1,795,794,794.0,794.0,794.0,0.0,0.0
20-4-4,61,1,127,126,126.0,126.0,126.0,0.0,0.0
20-4-4,62,1,118,117,117.0,117.0,117.0,0.0,0.0
20-4-4,63,1,601,600,600.0,600.0,600.0,0.0,0.0
20-4-4,64,1,505,504,504.0,504.0,504.0,0.0,0.0
20-4-4,65,1,157,156,156.0,156.0,156.0,0.0,0.0
20-4-4,66,1,526,525,525.0,525.0,525.0,0.0,0.0
20-4-4,67,1,506,505,505.0,505.0,505.0,0.0,0.0
20-4-4,68,1,451,450,450.0,450.0,450.0,0.0,0.0
20-4-4,69,1,701,700,700.0,700.0,700.0,0.0,0.0
20-4-4,7,1,794,793,793.0,793.0,793.0,0.0,0.0
20-4-4,70,1,318,317,317.0,317.0,317.0,0.0,0.0
20-4-4,71,1,418,417,417.0,417.0,417.0,0.0,0.0
20-4-4,72,1,436,435,435.0,435.0,435.0,0.0,0.0
20-4-4,73,1,150,149,149.0,149.0,149.0,0.0,0.0
20-4-4,74,1,140,139,139.0,139.0,139.0,0.0,0.0
20-4-4,75,1,404,403,403.0,403.0,403.0,0.0,0.0
20-4-4,76,1,316,315,315.0,315.0,315.0,0.0,0.0
20-4-4,77,1,418,417,417.0,417.0,417.0,0.0,0.0
20-4-4,78,1,315,314,314.0,314.0,314.0,0.0,0.0
20-4-4,8,1,702,701,701.0,701.0,701.0,0.0,0.0
20-4-4,80,1,126,125,125.0,125.0,125.0,0.0,0.0
20-4-4,81,1,141,140,140.0,140.0,140.0,0.0,0.0
20-4-4,82,1,520,519,519.0,519.0,519.0,0.0,0.0
20-4-4,84,1,106,105,105.0,105.0,105.0,0.0,0.0
20-4-4,85,1,404,403,403.0,403.0,403.0,0.0,0.0
20-4-4,86,1,399,398,398.0,398.0,398.0,0.0,0.0
20-4-4,87,1,512,511,511.0,511.0,511.0,0.0,0.0
20-4-4,89,1,113,112,112.0,112.0,112.0,0.0,0.0
20-4-4,9,1,412,411,411.0,411.0,411.0,0.0,0.0
20-4-4,90,1,617,616,616.0,616.0,616.0,0.0,0.0
20-4-4,91,1,113,112,112.0,112.0,112.0,0.0,0.0
20-4-4,92,1,801,800,800.0,800.0,800.0,0.0,0.0
20-4-4,93,1,708,707,707.0,707.0,707.0,0.0,0.0
20-4-4,94,1,794,793,793.0,793.0,793.0,0.0,0.0
20-4-4,95,1,343,342,342.0,342.0,342.0,0.0,0.0
20-4-4,96,1,429,428,428.0,428.0,428.0,0.0,0.0
20-4-4,97,1,506,505,505.0,505.0,505.0,0.0,0.0
20-4-4,98,1,146,145,145.0,145.0,145.0,0.0,0.0
20-4-4,99,1,806,805,805.0,805.0,805.0,0.0,0.0
4-4-4,1,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,10,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,100,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,101,1,14,13,13.0,13.0,13.0,0.0,0.0
4-4-4,102,1,11,10,10.0,10.0,10.0,0.0,0.0
4-4-4,103,1,8,7,7.0,7.0,7.0,0.0,0.0
4-4-4,104,1,13,12,12.0,12.0,12.0,0.0,0.0
4-4-4,105,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,11,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,12,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,13,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,14,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,15,1,29,28,28.0,28.0,28.0,0.0,0.0
4-4-4,16,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,17,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,18,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,19,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,2,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,20,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,21,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,22,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,23,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,24,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,25,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,26,1,222,221,221.0,221.0,221.0,0.0,0.0
4-4-4,27,1,220,219,219.0,219.0,219.0,0.0,0.0
4-4-4,28,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,29,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,3,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,30,1,30,29,29.0,29.0,29.0,0.0,0.0
4-4-4,31,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,32,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,33,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,35,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,36,1,221,220,220.0,220.0,220.0,0.0,0.0
4-4-4,37,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,38,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,39,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,4,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,41,1,318,317,317.0,317.0,317.0,0.0,0.0
4-4-4,42,1,24,23,23.0,23.0,23.0,0.0,0.0
4-4-4,43,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,44,1,24,23,23.0,23.0,23.0,0.0,0.0
4-4-4,45,1,221,220,220.0,220.0,220.0,0.0,0.0
4-4-4,47,1,318,317,317.0,317.0,317.0,0.0,0.0
4-4-4,48,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,49,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,5,1,221,220,220.0,220.0,220.0,0.0,0.0
4-4-4,50,1,220,219,219.0,219.0,219.0,0.0,0.0
4-4-4,51,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,52,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,53,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,54,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,55,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,56,1,220,219,219.0,219.0,219.0,0.0,0.0
4-4-4,57,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,58,1,220,219,219.0,219.0,219.0,0.0,0.0
4-4-4,59,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,6,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,60,1,319,318,318.0,318.0,318.0,0.0,0.0
4-4-4,62,1,416,415,415.0,415.0,415.0,0.0,0.0
4-4-4,63,1,23,22,22.0,22.0,22.0,0.0,0.0
4-4-4,64,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,65,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,66,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,67,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,69,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,7,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,70,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,71,1,26,25,25.0,25.0,25.0,0.0,0.0
4-4-4,72,1,216,215,215.0,215.0,215.0,0.0,0.0
4-4-4,73,1,24,23,23.0,23.0,23.0,0.0,0.0
4-4-4,74,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,75,1,30,29,29.0,29.0,29.0,0.0,0.0
4-4-4,76,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,77,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,78,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,79,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,8,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,81,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,82,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,83,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,84,1,222,221,221.0,221.0,221.0,0.0,0.0
4-4-4,85,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,86,1,219,218,218.0,218.0,218.0,0.0,0.0
4-4-4,87,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,88,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,89,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,9,1,217,216,216.0,216.0,216.0,0.0,0.0
4-4-4,90,1,19,18,18.0,18.0,18.0,0.0,0.0
4-4-4,91,1,22,21,21.0,21.0,21.0,0.0,0.0
4-4-4,92,1,218,217,217.0,217.0,217.0,0.0,0.0
4-4-4,93,1,20,19,19.0,19.0,19.0,0.0,0.0
4-4-4,94,1,317,316,316.0,316.0,316.0,0.0,0.0
4-4-4,95,1,25,24,24.0,24.0,24.0,0.0,0.0
4-4-4,96,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,97,1,21,20,20.0,20.0,20.0,0.0,0.0
4-4-4,98,1,18,17,17.0,17.0,17.0,0.0,0.0
4-4-4,99,1,20,19,19.0,19.0,19.0,0.0,0.0
6-4-4,1,1,43,42,42.0,42.0,42.0,0.0,0.0
6-4-4,10,1,37,36,36.0,36.0,36.0,0.0,0.0
6-4-4,100,1,332,331,331.0,331.0,331.0,0.0,0.0
6-4-4,11,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,12,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,13,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,14,1,28,27,27.0,27.0,27.0,0.0,0.0
6-4-4,15,1,330,329,329.0,329.0,329.0,0.0,0.0
6-4-4,16,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,17,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,18,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,19,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,2,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,20,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,21,1,280,279,279.0,279.0,279.0,0.0,0.0
6-4-4,22,1,232,231,231.0,231.0,231.0,0.0,0.0
6-4-4,23,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,24,1,227,226,226.0,226.0,226.0,0.0,0.0
6-4-4,25,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,26,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,27,1,327,326,326.0,326.0,326.0,0.0,0.0
6-4-4,28,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,29,1,29,28,28.0,28.0,28.0,0.0,0.0
6-4-4,3,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,30,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,31,1,326,325,325.0,325.0,325.0,0.0,0.0
6-4-4,32,1,227,226,226.0,226.0,226.0,0.0,0.0
6-4-4,33,1,231,230,230.0,230.0,230.0,0.0,0.0
6-4-4,34,1,327,326,326.0,326.0,326.0,0.0,0.0
6-4-4,35,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,36,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,37,1,327,326,326.0,326.0,326.0,0.0,0.0
6-4-4,38,1,326,325,325.0,325.0,325.0,0.0,0.0
6-4-4,39,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,4,1,328,327,327.0,327.0,327.0,0.0,0.0
6-4-4,40,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,41,1,327,326,326.0,326.0,326.0,0.0,0.0
6-4-4,42,1,331,330,330.0,330.0,330.0,0.0,0.0
6-4-4,43,1,428,427,427.0,427.0,427.0,0.0,0.0
6-4-4,44,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,45,1,46,45,45.0,45.0,45.0,0.0,0.0
6-4-4,46,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,47,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,48,1,426,425,425.0,425.0,425.0,0.0,0.0
6-4-4,49,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,5,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,50,1,231,230,230.0,230.0,230.0,0.0,0.0
6-4-4,51,1,330,329,329.0,329.0,329.0,0.0,0.0
6-4-4,52,1,36,35,35.0,35.0,35.0,0.0,0.0
6-4-4,53,1,329,328,328.0,328.0,328.0,0.0,0.0
6-4-4,54,1,226,225,225.0,225.0,225.0,0.0,0.0
6-4-4,55,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,56,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,57,1,327,326,326.0,326.0,326.0,0.0,0.0
6-4-4,58,1,326,325,325.0,325.0,325.0,0.0,0.0
6-4-4,59,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,6,1,37,36,36.0,36.0,36.0,0.0,0.0
6-4-4,60,1,231,230,230.0,230.0,230.0,0.0,0.0
6-4-4,61,1,425,424,424.0,424.0,424.0,0.0,0.0
6-4-4,62,1,329,328,328.0,328.0,328.0,0.0,0.0
6-4-4,63,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,64,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,65,1,330,329,329.0,329.0,329.0,0.0,0.0
6-4-4,67,1,230,229,229.0,229.0,229.0,0.0,0.0
6-4-4,68,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,69,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,7,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,70,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,71,1,232,231,231.0,231.0,231.0,0.0,0.0
6-4-4,72,1,227,226,226.0,226.0,226.0,0.0,0.0
6-4-4,73,1,30,29,29.0,29.0,29.0,0.0,0.0
6-4-4,74,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,75,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,76,1,32,31,31.0,31.0,31.0,0.0,0.0
6-4-4,77,1,228,227,227.0,227.0,227.0,0.0,0.0
6-4-4,78,1,525,524,524.0,524.0,524.0,0.0,0.0
6-4-4,79,1,430,429,429.0,429.0,429.0,0.0,0.0
6-4-4,8,1,327,326,326.0,326.0,326.0,0.0,0.0
6-4-4,80,1,28,27,27.0,27.0,27.0,0.0,0.0
6-4-4,81,1,328,327,327.0,327.0,327.0,0.0,0.0
6-4-4,82,1,429,428,428.0,428.0,428.0,0.0,0.0
6-4-4,83,1,34,33,33.0,33.0,33.0,0.0,0.0
6-4-4,84,1,40,39,39.0,39.0,39.0,0.0,0.0
6-4-4,85,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,86,1,227,226,226.0,226.0,226.0,0.0,0.0
6-4-4,88,1,230,229,229.0,229.0,229.0,0.0,0.0
6-4-4,89,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,9,1,27,26,26.0,26.0,26.0,0.0,0.0
6-4-4,90,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,91,1,35,34,34.0,34.0,34.0,0.0,0.0
6-4-4,92,1,227,226,226.0,226.0,226.0,0.0,0.0
6-4-4,93,1,427,426,426.0,426.0,426.0,0.0,0.0
6-4-4,94,1,33,32,32.0,32.0,32.0,0.0,0.0
6-4-4,95,1,31,30,30.0,30.0,30.0,0.0,0.0
6-4-4,96,1,229,228,228.0,228.0,228.0,0.0,0.0
6-4-4,97,1,326,325,325.0,325.0,325.0,0.0,0.0
6-4-4,98,1,40,39,39.0,39.0,39.0,0.0,0.0
6-4-4,99,1,226,225,225.0,225.0,225.0,0.0,0.0
8-4-4,1,1,438,437,437.0,437.0,437.0,0.0,0.0
8-4-4,10,1,241,240,240.0,240.0,240.0,0.0,0.0
8-4-4,100,1,338,337,337.0,337.0,337.0,0.0,0.0
8-4-4,11,1,53,52,52.0,52.0,52.0,0.0,0.0
8-4-4,12,1,336,335,335.0,335.0,335.0,0.0,0.0
8-4-4,13,1,536,535,535.0,535.0,535.0,0.0,0.0
8-4-4,14,1,239,238,238.0,238.0,238.0,0.0,0.0
8-4-4,15,1,242,241,241.0,241.0,241.0,0.0,0.0
8-4-4,16,1,237,236,236.0,236.0,236.0,0.0,0.0
8-4-4,17,1,340,339,339.0,339.0,339.0,0.0,0.0
8-4-4,18,1,49,48,48.0,48.0,48.0,0.0,0.0
8-4-4,19,1,436,435,435.0,435.0,435.0,0.0,0.0
8-4-4,2,1,342,341,341.0,341.0,341.0,0.0,0.0
8-4-4,20,1,337,336,336.0,336.0,336.0,0.0,0.0
8-4-4,21,1,243,242,242.0,242.0,242.0,0.0,0.0
8-4-4,22,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,23,1,238,237,237.0,237.0,237.0,0.0,0.0
8-4-4,24,1,237,236,236.0,236.0,236.0,0.0,0.0
8-4-4,25,1,343,342,342.0,342.0,342.0,0.0,0.0
8-4-4,26,1,434,433,433.0,433.0,433.0,0.0,0.0
8-4-4,28,1,435,434,434.0,434.0,434.0,0.0,0.0
8-4-4,29,1,436,435,435.0,435.0,435.0,0.0,0.0
8-4-4,3,1,339,338,338.0,338.0,338.0,0.0,0.0
8-4-4,30,1,237,236,236.0,236.0,236.0,0.0,0.0
8-4-4,31,1,342,341,341.0,341.0,341.0,0.0,0.0
