Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
16-4-4,19,13,522,509,4.0,61.0,39.15384615384615,22.229283066285014,494.14102564102564
16-4-4,2,15,786,771,13.0,66.0,51.4,16.910689772195237,285.9714285714286
16-4-4,20,25,604,579,14.0,31.0,23.16,4.8190593826319805,23.22333333333333
16-4-4,21,12,736,724,41.0,71.0,60.333333333333336,11.648904227306948,135.6969696969697
16-4-4,22,17,826,809,13.0,59.0,47.588235294117645,13.477104768501894,181.63235294117646
16-4-4,23,16,822,806,26.0,63.0,50.375,10.544350778181336,111.18333333333334
16-4-4,24,18,704,686,10.0,57.0,38.111111111111114,17.586388081457603,309.281045751634
16-4-4,25,20,845,825,26.0,53.0,41.25,10.269397563430363,105.46052631578948
16-4-4,26,15,715,700,11.0,62.0,46.66666666666667,17.007001359384176,289.23809523809524
16-4-4,27,15,468,453,5.0,55.0,30.2,19.172897537930982,367.59999999999997
16-4-4,28,22,1091,1069,30.0,58.0,48.59090909090909,8.443984000509818,71.3008658008658
16-4-4,29,19,851,832,6.0,58.0,43.78947368421053,18.143192624135676,329.1754385964912
16-4-4,3,15,769,754,39.0,60.0,50.266666666666666,7.265050060457421,52.78095238095238
16-4-4,30,15,750,735,24.0,60.0,49.0,9.561828874675149,91.42857142857143
16-4-4,31,16,724,708,13.0,61.0,44.25,17.47951181621882,305.53333333333336
16-4-4,32,16,710,694,10.0,54.0,43.375,13.390917319835362,179.31666666666666
16-4-4,33,16,779,763,38.0,53.0,47.6875,3.754441813816447,14.095833333333333
16-4-4,34,13,615,602,23.0,67.0,46.30769230769231,14.87382833136006,221.2307692307692
16-4-4,35,22,870,848,22.0,47.0,38.54545454545455,7.222499717168715,52.16450216450217
16-4-4,36,13,726,713,47.0,66.0,54.84615384615385,6.1893208276589045,38.30769230769231
16-4-4,37,20,784,764,13.0,54.0,38.2,13.555344644126635,183.7473684210526
16-4-4,38,18,927,909,41.0,60.0,50.5,6.741007081333488,45.44117647058823
16-4-4,39,14,901,887,53.0,70.0,63.357142857142854,5.168054876720177,26.708791208791208
16-4-4,4,13,645,632,26.0,64.0,48.61538461538461,10.500305245868342,110.25641025641023
16-4-4,40,20,783,763,19.0,47.0,38.15,8.695280026361548,75.60789473684208
16-4-4,41,21,771,750,9.0,60.0,35.71428571428571,18.45302917448205,340.51428571428573
16-4-4,42,14,605,591,4.0,57.0,42.214285714285715,20.840709316987386,434.33516483516485
16-4-4,43,15,709,694,17.0,62.0,46.266666666666666,16.511756273579596,272.6380952380952
16-4-4,44,16,742,726,27.0,56.0,45.375,8.460693430998036,71.58333333333333
16-4-4,45,17,885,868,42.0,61.0,51.05882352941177,7.553729114113885,57.05882352941175
16-4-4,46,16,904,888,26.0,65.0,55.5,11.123548594460912,123.73333333333333
16-4-4,47,21,976,955,23.0,57.0,45.476190476190474,12.38797419927507,153.46190476190478
16-4-4,48,11,585,574,10.0,69.0,52.18181818181818,21.41876832041554,458.7636363636364
16-4-4,49,16,775,759,41.0,58.0,47.4375,6.164076032410156,37.99583333333333
16-4-4,5,25,935,910,23.0,47.0,36.4,7.33143914930759,53.75
16-4-4,50,10,580,570,28.0,67.0,57.0,13.291601358251256,176.66666666666666
16-4-4,51,20,976,956,32.0,56.0,47.8,6.985699678629192,48.800000000000004
16-4-4,52,12,629,617,33.0,57.0,51.416666666666664,6.388317936719029,40.81060606060607
16-4-4,53,15,764,749,44.0,53.0,49.93333333333333,2.8149262021959873,7.923809523809524
16-4-4,54,15,639,624,8.0,60.0,41.6,19.67158937583409,386.9714285714286
16-4-4,55,17,871,854,27.0,61.0,50.23529411764706,12.106451853065302,146.56617647058826
16-4-4,56,14,692,678,21.0,61.0,48.42857142857143,13.095591070833937,171.49450549450552
16-4-4,57,13,767,754,55.0,61.0,58.0,2.1213203435596424,4.5
16-4-4,58,15,733,718,39.0,58.0,47.86666666666667,6.512259501088989,42.40952380952381
16-4-4,59,16,728,712,20.0,59.0,44.5,11.003029885748138,121.06666666666666
16-4-4,6,15,695,680,26.0,57.0,45.333333333333336,11.51189860639024,132.52380952380955
16-4-4,60,19,853,834,6.0,58.0,43.89473684210526,14.858199146307909,220.76608187134505
16-4-4,61,16,575,559,7.0,54.0,34.9375,18.699264691425704,349.6625
16-4-4,62,15,735,720,6.0,70.0,48.0,22.85982127164227,522.5714285714286
16-4-4,63,15,773,758,43.0,59.0,50.53333333333333,4.6424541949685345,21.552380952380947
16-4-4,64,23,877,854,26.0,47.0,37.130434782608695,6.851040716072313,46.93675889328063
16-4-4,65,14,792,778,42.0,63.0,55.57142857142857,5.139803733371774,26.417582417582427
16-4-4,66,17,565,548,16.0,52.0,32.23529411764706,14.042477575933251,197.19117647058818
16-4-4,67,18,741,723,16.0,52.0,40.16666666666667,13.474376554386915,181.55882352941177
16-4-4,68,12,697,685,25.0,64.0,57.083333333333336,10.7488547663404,115.53787878787875
16-4-4,69,13,747,734,50.0,60.0,56.46153846153846,2.7268841992093162,7.4358974358974335
16-4-4,7,20,735,715,4.0,51.0,35.75,14.234409754276136,202.6184210526316
16-4-4,70,19,739,720,6.0,61.0,37.89473684210526,18.858816791098903,355.6549707602339
16-4-4,71,12,580,568,19.0,69.0,47.333333333333336,16.658786015648065,277.5151515151515
16-4-4,72,16,811,795,23.0,60.0,49.6875,10.524376466090521,110.7625
16-4-4,73,20,880,860,11.0,55.0,43.0,11.406369411775806,130.10526315789474
16-4-4,74,15,675,660,4.0,64.0,44.0,24.979991993593593,624.0
16-4-4,75,16,792,776,27.0,64.0,48.5,12.66491215919005,160.4
16-4-4,76,14,745,731,40.0,64.0,52.214285714285715,6.577099798409764,43.25824175824176
16-4-4,77,13,574,561,14.0,64.0,43.15384615384615,19.953471518535956,398.14102564102564
16-4-4,78,15,800,785,39.0,65.0,52.333333333333336,9.301817538729166,86.52380952380952
16-4-4,79,16,609,593,9.0,63.0,37.0625,19.66204041632845,386.59583333333336
16-4-4,8,15,815,800,29.0,64.0,53.333333333333336,12.87670469528302,165.8095238095238
16-4-4,80,13,622,609,16.0,66.0,46.84615384615385,20.868022402095484,435.47435897435895
16-4-4,81,20,877,857,26.0,53.0,42.85,10.332753237820219,106.76578947368421
16-4-4,82,12,699,687,39.0,70.0,57.25,10.855455268707486,117.8409090909091
16-4-4,83,12,641,629,45.0,58.0,52.416666666666664,4.888917584856094,23.90151515151515
16-4-4,84,10,646,636,55.0,71.0,63.6,5.815687596683837,33.82222222222222
16-4-4,85,11,649,638,32.0,69.0,58.0,12.553883861180172,157.6
16-4-4,86,15,739,724,16.0,61.0,48.266666666666666,15.899086526620087,252.78095238095239
16-4-4,87,24,917,893,7.0,43.0,37.208333333333336,7.3660748008022905,54.2590579710145
16-4-4,88,16,768,752,21.0,61.0,47.0,15.857700547893653,251.46666666666667
16-4-4,89,15,665,650,11.0,60.0,43.33333333333333,16.26418794541583,264.5238095238096
16-4-4,9,14,643,629,26.0,68.0,44.92857142857143,11.98373439750273,143.6098901098901
16-4-4,90,15,542,527,13.0,53.0,35.13333333333333,16.269457215753636,264.6952380952381
16-4-4,91,22,750,728,6.0,54.0,33.09090909090909,15.632411662065914,244.3722943722944
16-4-4,92,20,955,935,31.0,63.0,46.75,10.48746118492284,109.98684210526316
16-4-4,93,19,733,714,33.0,48.0,37.578947368421055,2.9119636267890927,8.479532163742686
16-4-4,94,12,713,701,43.0,66.0,58.416666666666664,9.110017795944431,82.99242424242425
16-4-4,95,24,844,820,16.0,43.0,34.166666666666664,7.981863499680776,63.71014492753624
16-4-4,96,18,734,716,9.0,56.0,39.77777777777778,17.261161966052594,297.9477124183006
16-4-4,97,15,701,686,17.0,58.0,45.733333333333334,13.26901151806971,176.06666666666666
16-4-4,98,10,600,590,51.0,68.0,59.0,5.41602560309064,29.333333333333332
16-4-4,99,18,712,694,14.0,53.0,38.55555555555556,13.613238462537431,185.3202614379085
18-4-4,1,20,924,904,20.0,67.0,45.2,17.215659945770916,296.37894736842105
18-4-4,10,23,1208,1185,37.0,64.0,51.52173913043478,8.78981624183449,77.26086956521739
18-4-4,100,16,777,761,6.0,68.0,47.5625,23.466199095720636,550.6625
18-4-4,11,18,1109,1091,26.0,73.0,60.611111111111114,12.252917486382767,150.13398692810458
18-4-4,12,19,1074,1055,28.0,67.0,55.526315789473685,9.839650067471526,96.8187134502924
18-4-4,13,19,921,902,27.0,61.0,47.473684210526315,13.2596649071646,175.81871345029242
18-4-4,14,19,777,758,10.0,69.0,39.89473684210526,20.90426521295516,436.9883040935672
18-4-4,15,18,865,847,15.0,64.0,47.05555555555556,14.586344226998646,212.76143790849673
18-4-4,16,21,1148,1127,33.0,73.0,53.66666666666667,13.047349667014114,170.23333333333332
18-4-4,17,16,933,917,23.0,68.0,57.3125,13.87909098848576,192.62916666666666
18-4-4,18,21,1011,990,34.0,58.0,47.142857142857146,8.088792952509753,65.42857142857143
18-4-4,19,17,901,884,40.0,66.0,52.0,10.283481900601567,105.75
18-4-4,2,18,994,976,5.0,69.0,54.22222222222222,22.654841205917986,513.2418300653595
18-4-4,20,17,836,819,10.0,69.0,48.17647058823529,20.075592438697942,403.02941176470597
18-4-4,21,18,926,908,22.0,70.0,50.44444444444444,16.6987925672072,278.8496732026144
18-4-4,22,23,927,904,17.0,57.0,39.30434782608696,16.396881029936193,268.85770750988144
18-4-4,23,19,786,767,6.0,66.0,40.368421052631575,19.70958741976376,388.4678362573099
18-4-4,24,22,933,911,30.0,62.0,41.40909090909091,10.35861312149777,107.3008658008658
18-4-4,25,16,1058,1042,48.0,76.0,65.125,7.5,56.25
18-4-4,26,21,1136,1115,36.0,62.0,53.095238095238095,8.16029878071117,66.5904761904762
18-4-4,27,19,931,912,9.0,62.0,48.0,14.734690736866897,217.11111111111111
18-4-4,28,22,1198,1176,25.0,67.0,53.45454545454545,13.920615998710321,193.78354978354977
18-4-4,29,17,1022,1005,13.0,72.0,59.11764705882353,18.72459062616983,350.6102941176471
18-4-4,3,21,1149,1128,19.0,70.0,53.714285714285715,14.516001023501126,210.71428571428572
18-4-4,30,11,737,726,27.0,81.0,66.0,18.270194306574847,333.8
18-4-4,31,19,1068,1049,20.0,68.0,55.21052631578947,13.774287428104829,189.73099415204675
18-4-4,32,21,1052,1031,20.0,66.0,49.095238095238095,14.57705306948137,212.4904761904762
18-4-4,33,22,1122,1100,24.0,66.0,50.0,16.148123877463437,260.76190476190476
18-4-4,34,28,1382,1354,40.0,53.0,48.357142857142854,4.047992513116025,16.38624338624339
18-4-4,35,15,914,899,24.0,76.0,59.93333333333333,18.790068298616337,353.06666666666666
18-4-4,36,19,870,851,6.0,67.0,44.789473684210535,24.176616221668088,584.5087719298245
18-4-4,38,16,888,872,8.0,76.0,54.5,23.45776346258668,550.2666666666667
18-4-4,39,18,973,955,37.0,65.0,53.05555555555556,10.496342344568374,110.17320261437911
18-4-4,4,14,945,931,56.0,72.0,66.5,6.148796004722575,37.80769230769231
18-4-4,40,20,995,975,15.0,74.0,48.75,17.307968958652665,299.5657894736842
18-4-4,42,17,991,974,25.0,75.0,57.294117647058826,18.103054665864935,327.72058823529414
18-4-4,43,17,1042,1025,22.0,71.0,60.294117647058826,15.442492941079628,238.47058823529412
18-4-4,44,15,945,930,30.0,71.0,62.0,13.352367366340482,178.28571428571428
18-4-4,45,23,1016,993,9.0,66.0,43.173913043478265,21.154522778642274,447.5138339920948
18-4-4,46,18,1054,1036,33.0,69.0,57.55555555555556,12.301230078244553,151.3202614379085
18-4-4,47,21,1133,1112,16.0,71.0,52.95238095238095,15.37360136882764,236.34761904761908
18-4-4,48,13,875,862,36.0,83.0,66.3076923076923,14.38972211559704,207.06410256410257
18-4-4,49,16,965,949,43.0,75.0,59.3125,11.757090059477585,138.22916666666666
18-4-4,5,17,979,962,24.0,73.0,56.588235294117645,14.487316968340842,209.88235294117646
18-4-4,50,11,814,803,61.0,84.0,73.0,7.389181280764467,54.6
18-4-4,51,15,946,931,31.0,73.0,62.06666666666667,15.27119916082309,233.2095238095238
18-4-4,52,17,859,842,23.0,64.0,49.529411764705884,14.577884135990137,212.51470588235293
18-4-4,53,18,851,833,3.0,64.0,46.27777777777778,20.642063153711888,426.09477124183
18-4-4,54,18,967,949,42.0,62.0,52.72222222222222,7.127457723113567,50.800653594771234
18-4-4,55,24,929,905,5.0,60.0,37.70833333333333,17.511435187295202,306.65036231884056
18-4-4,56,22,1095,1073,35.0,61.0,48.77272727272727,10.267525404014249,105.42207792207795
18-4-4,57,17,841,824,13.0,60.0,48.470588235294116,14.199989643741047,201.63970588235296
18-4-4,58,20,921,901,28.0,63.0,45.05,10.73839643032128,115.31315789473683
18-4-4,59,15,1025,1010,51.0,78.0,67.33333333333333,9.618929749395695,92.52380952380952
18-4-4,6,16,935,919,41.0,74.0,57.4375,8.763323190053722,76.79583333333333
18-4-4,60,10,746,736,63.0,83.0,73.6,7.7201036262475125,59.599999999999994
18-4-4,61,15,824,809,13.0,76.0,53.93333333333333,22.201887521645755,492.92380952380944
18-4-4,62,22,929,907,14.0,59.0,41.22727272727273,13.81487058754621,190.85064935064938
18-4-4,63,18,988,970,20.0,66.0,53.888888888888886,14.179060322672548,201.04575163398695
18-4-4,64,18,1036,1018,17.0,75.0,56.55555555555556,19.61458707553618,384.73202614379085
18-4-4,65,20,1138,1118,27.0,67.0,55.9,10.686440005914037,114.2
18-4-4,66,13,672,659,14.0,82.0,50.69230769230769,25.19055582086474,634.5641025641025
18-4-4,67,22,1140,1118,33.0,59.0,50.81818181818182,5.949280577846316,35.39393939393939
18-4-4,68,18,975,957,24.0,77.0,53.16666666666667,16.81473443494268,282.7352941176471
18-4-4,69,21,995,974,5.0,64.0,46.38095238095238,20.972544410433827,439.8476190476191
18-4-4,7,18,1017,999,21.0,71.0,55.5,17.04060893692407,290.38235294117646
18-4-4,70,19,1096,1077,35.0,72.0,56.68421052631579,10.619963546594413,112.78362573099416
18-4-4,71,19,1252,1233,49.0,75.0,64.89473684210526,7.687614402705066,59.09941520467836
18-4-4,72,15,880,865,26.0,77.0,57.666666666666664,13.451854182690983,180.9523809523809
18-4-4,73,15,1087,1072,58.0,82.0,71.46666666666667,7.099966465380228,50.40952380952381
18-4-4,74,18,917,899,26.0,66.0,49.94444444444444,14.818399620750597,219.58496732026143
18-4-4,75,14,974,960,47.0,76.0,68.57142857142857,8.50080797711231,72.26373626373626
18-4-4,76,14,900,886,50.0,79.0,63.285714285714285,9.042026418798043,81.75824175824177
18-4-4,77,21,1140,1119,40.0,60.0,53.285714285714285,6.972394546659399,48.61428571428572
18-4-4,78,14,974,960,48.0,81.0,68.57142857142857,10.353106451051934,107.18681318681318
18-4-4,79,16,894,878,46.0,68.0,54.875,7.5,56.25
18-4-4,8,17,868,851,16.0,68.0,50.05882352941177,17.21362319587052,296.3088235294117
18-4-4,80,17,1054,1037,48.0,70.0,61.0,4.898979485566356,24.0
18-4-4,81,19,1116,1097,31.0,69.0,57.73684210526316,9.864876556434155,97.31578947368419
18-4-4,82,17,985,968,25.0,69.0,56.94117647058823,13.844992724064964,191.68382352941177
18-4-4,83,17,762,745,8.0,69.0,43.82352941176471,21.579027127391676,465.6544117647059
18-4-4,84,20,1106,1086,18.0,63.0,54.3,9.279859345576538,86.11578947368422
18-4-4,85,18,1081,1063,12.0,75.0,59.05555555555556,18.131779777740977,328.76143790849665
18-4-4,86,17,1001,984,12.0,74.0,57.88235294117647,18.73126514994775,350.8602941176471
18-4-4,87,18,1046,1028,46.0,66.0,57.111111111111114,6.918762970773867,47.86928104575163
18-4-4,89,23,1216,1193,9.0,72.0,51.8695652173913,21.022291951480472,441.9367588932806
18-4-4,9,18,1010,992,35.0,66.0,55.111111111111114,8.372847494335407,70.10457516339869
18-4-4,90,23,1164,1141,30.0,60.0,49.608695652173914,8.937861908424807,79.88537549407114
18-4-4,91,22,903,881,5.0,71.0,40.04545454545454,27.09327323424496,734.0454545454545
18-4-4,92,20,1048,1028,23.0,63.0,51.4,11.740169459908508,137.83157894736843
18-4-4,93,18,972,954,26.0,64.0,53.0,10.643970952941332,113.29411764705883
18-4-4,94,19,1269,1250,47.0,77.0,65.78947368421052,9.566021739982851,91.50877192982455
18-4-4,95,19,938,919,16.0,69.0,48.368421052631575,11.767235710110931,138.46783625730993
18-4-4,96,22,1266,1244,39.0,66.0,56.54545454545455,9.053950848885032,81.97402597402598
18-4-4,97,17,984,967,44.0,67.0,56.88235294117647,7.09649872244384,50.36029411764706
18-4-4,98,24,1021,997,21.0,53.0,41.54166666666667,10.090801522293402,101.82427536231884
18-4-4,99,12,766,754,45.0,84.0,62.833333333333336,12.568599642350655,157.96969696969703
20-4-4,1,17,1200,1183,31.0,81.0,69.58823529411765,11.319556216618055,128.13235294117646
20-4-4,10,22,1323,1301,44.0,69.0,59.13636363636363,7.446926208625272,55.456709956709965
20-4-4,100,20,1249,1229,45.0,70.0,61.45,6.793766492741322,46.15526315789473
20-4-4,11,29,1466,1437,20.0,68.0,49.55172413793103,17.344381978234235,300.82758620689657
20-4-4,12,19,1164,1145,25.0,75.0,60.26315789473684,15.154178394324699,229.64912280701753
20-4-4,13,21,1499,1478,56.0,77.0,70.38095238095238,5.669887040111033,32.14761904761905
20-4-4,14,18,1419,1401,52.0,85.0,77.83333333333333,7.64083457098611,58.382352941176485
20-4-4,15,22,1382,1360,44.0,80.0,61.81818181818182,12.49242194534775,156.06060606060606
20-4-4,16,15,1116,1101,40.0,92.0,73.4,17.58164627429086,309.11428571428576
20-4-4,17,22,1179,1157,7.0,72.0,52.59090909090909,18.935125060029602,358.538961038961
20-4-4,18,22,1442,1420,15.0,76.0,64.54545454545455,15.36764465246715,236.16450216450224
20-4-4,19,25,1177,1152,9.0,69.0,46.080000000000005,17.114613638642272,292.91
20-4-4,2,22,1228,1206,16.0,74.0,54.81818181818182,17.1259657041202,293.2987012987013
20-4-4,20,17,1097,1080,5.0,85.0,63.529411764705884,29.72187251642051,883.3897058823529
20-4-4,21,18,1234,1216,35.0,90.0,67.55555555555556,20.53754731396139,421.7908496732027
20-4-4,22,21,1226,1205,17.0,80.0,57.38095238095238,19.32479285911285,373.44761904761907
20-4-4,23,17,1191,1174,24.0,90.0,69.05882352941177,18.783205890619733,352.8088235294118
20-4-4,24,24,1569,1545,26.0,76.0,64.375,14.568615761883189,212.2445652173913
20-4-4,25,21,1332,1311,21.0,85.0,62.42857142857142,21.294533168330855,453.4571428571429
20-4-4,26,18,1171,1153,33.0,83.0,64.05555555555556,14.798538171932517,218.9967320261438
20-4-4,27,19,1354,1335,36.0,81.0,70.26315789473684,13.143828738922636,172.76023391812862
20-4-4,28,19,1170,1151,4.0,86.0,60.57894736842106,30.993396768906337,960.5906432748537
20-4-4,29,13,945,932,27.0,84.0,71.6923076923077,15.907988639803039,253.06410256410254
20-4-4,3,22,1488,1466,38.0,81.0,66.63636363636364,11.337025118087132,128.52813852813853
20-4-4,30,19,1132,1113,5.0,88.0,58.578947368421055,28.158905813404527,792.9239766081872
20-4-4,31,19,1172,1153,47.0,66.0,60.68421052631579,6.0281988426519,36.3391812865497
20-4-4,32,23,1389,1366,22.0,71.0,59.391304347826086,11.69591665510498,136.7944664031621
20-4-4,33,21,1361,1340,44.0,79.0,63.80952380952381,11.569870559427395,133.86190476190478
20-4-4,34,13,770,757,6.0,84.0,58.23076923076923,29.544186811604316,872.8589743589745
20-4-4,35,19,1193,1174,27.0,82.0,61.78947368421053,17.40235918670678,302.84210526315786
20-4-4,36,21,1241,1220,34.0,80.0,58.095238095238095,13.81993039745411,190.99047619047613
20-4-4,37,23,1302,1279,28.0,74.0,55.608695652173914,14.17340380762755,200.88537549407113
20-4-4,38,19,1196,1177,41.0,73.0,61.94736842105263,8.996750550495232,80.94152046783626
20-4-4,39,14,974,960,44.0,94.0,68.57142857142857,18.00732451708849,324.2637362637363
20-4-4,4,21,1345,1324,36.0,76.0,63.04761904761905,12.947880870923203,167.64761904761903
20-4-4,40,16,1202,1186,36.0,94.0,74.125,21.215953117092493,450.1166666666667
20-4-4,41,15,1106,1091,47.0,87.0,72.73333333333333,13.322733882174413,177.4952380952381
20-4-4,42,20,1191,1171,22.0,85.0,58.55,18.173071460702214,330.2605263157894
20-4-4,43,19,1267,1248,36.0,77.0,65.6842105263158,12.46351400234098,155.3391812865497
20-4-4,44,25,1321,1296,17.0,70.0,51.84,15.507202627596419,240.47333333333327
20-4-4,45,16,1204,1188,49.0,93.0,74.25,11.538341879721424,133.13333333333333
20-4-4,46,19,1282,1263,39.0,86.0,66.47368421052632,15.229242415872285,231.9298245614035
20-4-4,47,21,1572,1551,27.0,88.0,73.85714285714286,17.158921045000803,294.42857142857144
20-4-4,48,23,1516,1493,39.0,79.0,64.91304347826087,13.027638603712216,169.71936758893278
20-4-4,49,19,1253,1234,33.0,81.0,64.94736842105263,13.854296101492716,191.94152046783626
20-4-4,5,28,1192,1164,28.0,54.0,41.57142857142857,10.404516723710346,108.25396825396827
20-4-4,50,20,1229,1209,39.0,78.0,60.45,12.115561980579487,146.78684210526316
20-4-4,51,22,1246,1224,32.0,78.0,55.63636363636364,16.74044277318925,280.24242424242425
20-4-4,52,24,1160,1136,4.0,68.0,47.33333333333333,18.742341431071,351.27536231884056
20-4-4,53,20,1333,1313,41.0,77.0,65.65,12.385369127363651,153.39736842105265
20-4-4,54,15,1061,1046,16.0,92.0,69.73333333333333,28.333389355686908,802.7809523809523
20-4-4,55,24,1192,1168,4.0,72.0,48.66666666666667,21.335144850623855,455.18840579710155
20-4-4,56,20,1139,1119,34.0,66.0,55.95,10.143574580154567,102.89210526315792
20-4-4,57,19,1155,1136,36.0,81.0,59.78947368421053,14.53569914753337,211.28654970760235
20-4-4,58,18,1081,1063,11.0,75.0,59.05555555555556,17.52467914356686,307.11437908496725
20-4-4,59,20,1192,1172,30.0,82.0,58.6,16.493698956363847,272.0421052631579
20-4-4,6,32,1269,1237,6.0,57.0,38.65625,16.4151962935214,269.4586693548387
20-4-4,60,20,1310,1290,31.0,86.0,64.5,21.07005857659282,443.94736842105266
20-4-4,61,19,1023,1004,39.0,72.0,52.8421052631579,12.468908701667774,155.4736842105263
20-4-4,62,17,1025,1008,13.0,80.0,59.29411764705882,21.519655857733742,463.09558823529414
20-4-4,63,19,1300,1281,39.0,86.0,67.42105263157895,17.160405944025413,294.4795321637427
20-4-4,64,18,1216,1198,41.0,82.0,66.55555555555556,11.19990662892919,125.43790849673202
20-4-4,65,19,1368,1349,35.0,87.0,71.0,13.076696830622021,171.0
20-4-4,66,27,1412,1385,3.0,70.0,51.29629629629629,20.918918222535783,437.6011396011396
20-4-4,67,24,1378,1354,32.0,75.0,56.41666666666667,15.367715076310684,236.16666666666669
20-4-4,68,23,1434,1411,44.0,71.0,61.34782608695652,8.531272396052781,72.78260869565217
20-4-4,69,22,1289,1267,34.0,77.0,57.59090909090909,13.668382322889395,186.8246753246753
20-4-4,7,16,1101,1085,16.0,88.0,67.8125,22.628061487159403,512.0291666666667
20-4-4,70,25,1307,1282,18.0,70.0,51.28,16.13360881307506,260.2933333333333
20-4-4,71,20,1362,1342,28.0,84.0,67.1,14.06339032269321,197.77894736842106
20-4-4,72,23,1077,1054,7.0,77.0,45.826086956521735,29.32831733373837,860.1501976284584
20-4-4,73,28,1646,1618,28.0,69.0,57.785714285714285,10.695645160383052,114.3968253968254
20-4-4,74,20,1015,995,25.0,73.0,49.75,14.867396331712238,221.03947368421052
20-4-4,75,20,1246,1226,34.0,75.0,61.3,12.549271314555112,157.4842105263158
20-4-4,76,19,1306,1287,52.0,79.0,67.73684210526316,10.790129776086816,116.42690058479532
20-4-4,77,26,1272,1246,14.0,75.0,47.92307692307693,21.15074103084443,447.3538461538461
20-4-4,78,15,985,970,15.0,97.0,64.66666666666667,28.108632803735546,790.095238095238
20-4-4,8,19,1303,1284,47.0,80.0,67.57894736842105,11.706198687844754,137.03508771929825
20-4-4,80,23,1384,1361,15.0,84.0,59.173913043478265,19.00156016061706,361.05928853754943
20-4-4,81,19,1387,1368,44.0,87.0,72.0,13.9522996909709,194.66666666666666
20-4-4,82,25,1600,1575,40.0,78.0,63.0,12.539936203984453,157.25
20-4-4,84,19,1311,1292,39.0,80.0,68.0,12.596295751794122,158.66666666666666
20-4-4,85,15,923,908,27.0,90.0,60.53333333333333,22.452701608577296,504.1238095238095
20-4-4,86,18,1343,1325,55.0,88.0,73.61111111111111,10.233387622005834,104.72222222222223
20-4-4,87,28,1658,1630,36.0,70.0,58.214285714285715,9.631572860503923,92.76719576719573
20-4-4,89,22,1338,1316,24.0,76.0,59.81818181818182,15.085901218833948,227.58441558441558
20-4-4,9,25,1337,1312,25.0,74.0,52.480000000000004,15.231874474272693,232.01000000000002
20-4-4,90,19,1243,1224,44.0,76.0,64.42105263157895,10.843921950791318,117.59064327485379
20-4-4,91,19,1275,1256,25.0,82.0,66.10526315789474,17.05512219195325,290.87719298245617
20-4-4,92,23,1326,1303,22.0,74.0,56.652173913043484,16.9936049352588,288.78260869565224
20-4-4,93,23,1089,1066,10.0,69.0,46.347826086956516,22.23144516558016,494.23715415019745
20-4-4,94,15,1148,1133,63.0,82.0,75.53333333333333,5.180549704239429,26.838095238095228
20-4-4,95,20,1360,1340,24.0,89.0,67.0,19.713740866394904,388.63157894736844
20-4-4,96,25,1334,1309,11.0,76.0,52.35999999999999,22.17333233112846,491.6566666666667
20-4-4,97,18,1245,1227,28.0,87.0,68.16666666666667,17.057860013357306,290.97058823529414
20-4-4,98,15,1124,1109,37.0,87.0,73.93333333333334,17.99788347344791,323.92380952380944
20-4-4,99,19,1235,1216,34.0,77.0,64.0,12.596295751794122,158.66666666666666
4-4-4,1,3,40,37,11.0,13.0,12.333333333333334,1.1547005383792517,1.3333333333333335
4-4-4,10,3,25,22,4.0,14.0,7.333333333333333,5.773502691896258,33.333333333333336
4-4-4,100,4,33,29,3.0,13.0,7.25,5.057996968497839,25.583333333333332
4-4-4,101,2,17,15,7.0,8.0,7.5,0.7071067811865476,0.5
4-4-4,102,1,9,8,8.0,8.0,8.0,0.0,0.0
4-4-4,103,1,7,6,6.0,6.0,6.0,0.0,0.0
4-4-4,104,3,20,17,5.0,6.0,5.666666666666667,0.5773502691896258,0.33333333333333337
4-4-4,105,2,32,30,14.0,16.0,15.0,1.4142135623730951,2.0
4-4-4,11,3,41,38,12.0,13.0,12.666666666666666,0.5773502691896257,0.3333333333333333
4-4-4,12,1,17,16,16.0,16.0,16.0,0.0,0.0
4-4-4,13,3,23,20,3.0,13.0,6.666666666666667,5.507570547286102,30.333333333333336
4-4-4,14,3,46,43,14.0,15.0,14.333333333333334,0.5773502691896257,0.3333333333333333
4-4-4,15,4,35,31,4.0,12.0,7.75,4.349329450233296,18.916666666666668
4-4-4,16,3,47,44,14.0,15.0,14.666666666666666,0.5773502691896257,0.3333333333333333
4-4-4,17,4,55,51,12.0,13.0,12.75,0.5,0.25
4-4-4,18,3,35,32,7.0,14.0,10.666666666666666,3.511884584284246,12.333333333333332
4-4-4,19,5,53,48,7.0,11.0,9.6,1.51657508881031,2.3
4-4-4,2,2,32,30,14.0,16.0,15.0,1.4142135623730951,2.0
4-4-4,20,2,29,27,13.0,14.0,13.5,0.7071067811865476,0.5
4-4-4,21,3,35,32,9.0,14.0,10.666666666666666,2.8867513459481287,8.333333333333332
4-4-4,22,4,57,53,12.0,14.0,13.25,0.9574271077563381,0.9166666666666666
4-4-4,23,2,31,29,14.0,15.0,14.5,0.7071067811865476,0.5
4-4-4,24,3,37,34,11.0,12.0,11.333333333333334,0.5773502691896257,0.3333333333333333
4-4-4,25,4,41,37,6.0,13.0,9.25,3.774917217635375,14.25
4-4-4,26,4,35,31,5.0,11.0,7.75,3.2015621187164243,10.25
